subscriber_number,dr_id,transaction_timestamp,transaction_type,transaction_code,transaction_amount,origin_operator_id,service_class,account_flag_before,account_flag_after,account_group_id,dedicated_account_id,dedicated_account_amount,ada_account_expiry_date_after,product_id,package_id,origin_transaction_id_for_ovi_store,origin_operator_id_for_ovi_store,origin_host_name,lifecycle,promo_indicator,ci_channel_id,file_type,debit_amount,balance_after_deduction,success_code,bd_ingestion_timestamp,partition_transaction_date
mNhndwGP5ywX5Z78rRkmzg==,2.11E+36,20210703 00:35:31,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,32,0,NULL,NULL,NULL,453644,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/4/2021 1:23,7/3/2021
L0KukaCxIf6WfOynXo4h7Q==,NULL,20210731 16:14:48,DEB,ECOFEES,-0.01,Unknown,454,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,8/1/2021 0:06,7/31/2021
1E/lRM+T4lTB/971N/fB4w==,2.11E+36,20210704 00:03:22,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+34,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/5/2021 1:22,7/4/2021
mNhndwGP5ywX5Z78rRkmzg==,NULL,20210704 00:35:31,NULL,NULL,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,453581,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/5/2021 1:22,7/4/2021
IaeDjuODU21rvFA355yU9A==,NULL,20210711 00:39:30,NULL,NULL,NULL,CAI5SDP59A,455,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+32,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/12/2021 1:14,7/11/2021
L0KukaCxIf6WfOynXo4h7Q==,NULL,20210722 22:27:11,DEB,ECOFEES,-0.01,Unknown,454,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/23/2021 1:17,7/22/2021
/G+KCURIm0S20VgnABOL9Q==,NULL,20210722 15:27:54,DEB,ECOFEES,-0.01,Unknown,454,0,0,134217728,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/23/2021 1:17,7/22/2021
/G+KCURIm0S20VgnABOL9Q==,NULL,20210728 21:11:19,DEB,ECOFEES,-0.01,Unknown,454,0,0,134217728,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/29/2021 13:27,7/28/2021
1E/lRM+T4lTB/971N/fB4w==,2.11E+36,20210720 00:36:02,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,32,0,NULL,NULL,NULL,499192,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/21/2021 1:23,7/20/2021
1E/lRM+T4lTB/971N/fB4w==,1.82E+37,20210717 00:47:12,DEB,EXPRIED,NULL,SDP,419,NULL,NULL,0,122,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/18/2021 1:21,7/17/2021
L0KukaCxIf6WfOynXo4h7Q==,2.11E+36,20210729 00:34:34,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,32,0,NULL,NULL,NULL,331110,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/30/2021 12:19,7/29/2021
IaeDjuODU21rvFA355yU9A==,1.73E+37,20210704 00:44:23,DEB,EXPRIED,NULL,SDP,455,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/5/2021 1:22,7/4/2021
1E/lRM+T4lTB/971N/fB4w==,1.82E+37,20210727 00:55:58,DEB,EXPRIED,NULL,SDP,419,NULL,NULL,0,121,-0.095309,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/28/2021 19:28,7/27/2021
IaeDjuODU21rvFA355yU9A==,2.11E+36,20210709 00:39:31,DEB,CLR-DA-NOBAL-EXPIRE,NULL,CAI5SDP59A,455,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+32,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/10/2021 1:11,7/9/2021
C9qe2ud+VXX2sU+e6U55Ew==,NULL,20210715 00:24:14,NULL,NULL,NULL,RMD-SDP-83A,1743,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/16/2021 4:31,7/15/2021
Qnig2waEGtW6FmPUq8bE1w==,3.33E+37,20210731 18:04:46,DEB,EXPRIED,NULL,EXT,719,NULL,NULL,0,72,0,20210807,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,8/1/2021 0:06,7/31/2021
mNhndwGP5ywX5Z78rRkmzg==,NULL,20210724 00:25:44,NULL,NULL,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/25/2021 1:12,7/24/2021
C9qe2ud+VXX2sU+e6U55Ew==,NULL,20210712 00:00:03,NULL,NULL,NULL,RMD-SDP-83A,1743,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/13/2021 1:09,7/12/2021
IaeDjuODU21rvFA355yU9A==,2.11E+36,20210728 00:43:03,DEB,SET-DA-0-NOBAL-FLAG,NULL,CAI5SDP59A,455,NULL,NULL,NULL,32,0,NULL,NULL,NULL,459982,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/29/2021 13:27,7/28/2021
1E/lRM+T4lTB/971N/fB4w==,NULL,20210713 00:01:02,NULL,NULL,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+34,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/14/2021 1:10,7/13/2021
/G+KCURIm0S20VgnABOL9Q==,NULL,20210723 10:29:48,DEB,ECOFEES,-0.01,Unknown,454,0,0,134217728,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/24/2021 1:20,7/23/2021
mNhndwGP5ywX5Z78rRkmzg==,NULL,20210729 00:14:21,NULL,NULL,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/30/2021 12:19,7/29/2021
L0KukaCxIf6WfOynXo4h7Q==,NULL,20210715 00:34:30,NULL,NULL,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,334294,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/16/2021 4:31,7/15/2021
1E/lRM+T4lTB/971N/fB4w==,2.11E+36,20210715 00:35:53,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,32,0,NULL,NULL,NULL,510802,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/16/2021 4:31,7/15/2021
L0KukaCxIf6WfOynXo4h7Q==,2.69E+37,20210720 00:43:27,DEB,EXPRIED,NULL,SDP,454,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/21/2021 1:23,7/20/2021
L0KukaCxIf6WfOynXo4h7Q==,2.69E+37,20210703 00:44:07,DEB,EXPRIED,NULL,SDP,454,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/4/2021 1:23,7/3/2021
L0KukaCxIf6WfOynXo4h7Q==,2.69E+37,20210730 00:43:46,DEB,EXPRIED,NULL,SDP,454,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/30/2021 23:59,7/30/2021
mNhndwGP5ywX5Z78rRkmzg==,2.11E+36,20210721 00:35:15,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,32,0,NULL,NULL,NULL,421614,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/22/2021 1:16,7/21/2021
IaeDjuODU21rvFA355yU9A==,2.11E+36,20210702 00:19:12,DEB,SET-DA-0-NOBAL-FLAG,NULL,CAI5SDP59A,455,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+32,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/3/2021 1:14,7/2/2021
1E/lRM+T4lTB/971N/fB4w==,2.11E+36,20210725 00:36:00,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,32,0,NULL,NULL,NULL,510414,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/26/2021 1:28,7/25/2021
L0KukaCxIf6WfOynXo4h7Q==,NULL,20210722 16:47:29,DEB,ECOFEES,-0.01,Unknown,454,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/23/2021 1:17,7/22/2021
mNhndwGP5ywX5Z78rRkmzg==,NULL,20210707 00:20:24,DEB,ECOFEES,-0.01,Unknown,1453,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/8/2021 1:12,7/7/2021
L0KukaCxIf6WfOynXo4h7Q==,NULL,20210704 00:34:52,NULL,NULL,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,363529,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/5/2021 1:22,7/4/2021
yLM/ku394jS3XsvJ3HsFvA==,NULL,20210726 20:28:34,DEB,ECOFEES,-0.01,Unknown,719,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/27/2021 2:58,7/26/2021
C9qe2ud+VXX2sU+e6U55Ew==,NULL,20210708 00:17:41,NULL,NULL,NULL,RMD-SDP-83A,1743,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/9/2021 1:08,7/8/2021
1E/lRM+T4lTB/971N/fB4w==,NULL,20210703 00:00:14,NULL,NULL,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+34,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/4/2021 1:23,7/3/2021
L0KukaCxIf6WfOynXo4h7Q==,NULL,20210718 00:34:33,NULL,NULL,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,330806,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/19/2021 1:38,7/18/2021
mNhndwGP5ywX5Z78rRkmzg==,NULL,20210719 00:04:25,NULL,NULL,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/20/2021 1:18,7/19/2021
IaeDjuODU21rvFA355yU9A==,2.11E+36,20210716 00:43:14,DEB,CLR-DA-NOBAL-EXPIRE,NULL,CAI5SDP59A,455,NULL,NULL,NULL,32,0,NULL,NULL,NULL,464193,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/17/2021 1:21,7/16/2021
L0KukaCxIf6WfOynXo4h7Q==,2.69E+37,20210706 00:44:13,DEB,EXPRIED,NULL,SDP,454,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/7/2021 1:12,7/6/2021
1E/lRM+T4lTB/971N/fB4w==,1.82E+37,20210728 00:45:42,DEB,EXPRIED,NULL,SDP,419,NULL,NULL,0,118,-5.898438,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/29/2021 13:27,7/28/2021
L0KukaCxIf6WfOynXo4h7Q==,2.11E+36,20210708 00:34:56,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,32,0,NULL,NULL,NULL,367149,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/9/2021 1:08,7/8/2021
L0KukaCxIf6WfOynXo4h7Q==,2.11E+36,20210704 00:34:52,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,32,0,NULL,NULL,NULL,363529,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/5/2021 1:22,7/4/2021
IaeDjuODU21rvFA355yU9A==,2.11E+36,20210713 00:00:14,DEB,CLR-DA-NOBAL-EXPIRE,NULL,CAI5SDP59A,455,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+32,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/14/2021 1:10,7/13/2021
L0KukaCxIf6WfOynXo4h7Q==,2.11E+36,20210707 00:34:54,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,32,0,NULL,NULL,NULL,360798,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/8/2021 1:12,7/7/2021
L0KukaCxIf6WfOynXo4h7Q==,2.69E+37,20210714 00:43:16,DEB,EXPRIED,NULL,SDP,454,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/15/2021 1:20,7/14/2021
L0KukaCxIf6WfOynXo4h7Q==,NULL,20210701 13:55:01,DEB,ECOFEES,-0.01,Unknown,454,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/2/2021 1:22,7/1/2021
C9qe2ud+VXX2sU+e6U55Ew==,NULL,20210722 00:19:40,NULL,NULL,NULL,RMD-SDP-83A,1743,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/23/2021 1:17,7/22/2021
1E/lRM+T4lTB/971N/fB4w==,NULL,20210722 00:27:25,NULL,NULL,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+34,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/23/2021 1:17,7/22/2021
1E/lRM+T4lTB/971N/fB4w==,1.82E+37,20210712 00:45:33,DEB,EXPRIED,NULL,SDP,419,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/13/2021 1:09,7/12/2021
mNhndwGP5ywX5Z78rRkmzg==,1.65E+37,20210726 00:45:22,DEB,EXPRIED,NULL,SDP,1453,NULL,NULL,0,11,-0.000156,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/27/2021 2:58,7/26/2021
IaeDjuODU21rvFA355yU9A==,2.11E+36,20210702 00:19:12,DEB,CLR-DA-NOBAL-EXPIRE,NULL,CAI5SDP59A,455,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+32,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/3/2021 1:14,7/2/2021
C9qe2ud+VXX2sU+e6U55Ew==,NULL,20210718 00:17:27,NULL,NULL,NULL,RMD-SDP-83A,1743,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/19/2021 1:38,7/18/2021
L0KukaCxIf6WfOynXo4h7Q==,2.11E+36,20210715 00:34:30,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,32,0,NULL,NULL,NULL,334294,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/16/2021 4:31,7/15/2021
IaeDjuODU21rvFA355yU9A==,2.11E+36,20210711 00:39:30,DEB,CLR-DA-NOBAL-EXPIRE,NULL,CAI5SDP59A,455,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+32,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/12/2021 1:14,7/11/2021
L0KukaCxIf6WfOynXo4h7Q==,NULL,20210703 11:11:29,DEB,ECOFEES,-0.01,Unknown,454,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/4/2021 1:23,7/3/2021
L0KukaCxIf6WfOynXo4h7Q==,NULL,20210729 08:40:52,DEB,ECOFEES,-0.01,Unknown,454,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/30/2021 12:19,7/29/2021
IaeDjuODU21rvFA355yU9A==,NULL,20210717 00:24:12,NULL,NULL,NULL,CAI5SDP59A,455,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+32,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/18/2021 1:21,7/17/2021
L0KukaCxIf6WfOynXo4h7Q==,NULL,20210716 05:47:50,DEB,ECOFEES,-0.01,Unknown,454,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/17/2021 1:21,7/16/2021
mNhndwGP5ywX5Z78rRkmzg==,2.11E+36,20210721 00:35:15,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,32,0,NULL,NULL,NULL,421614,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/22/2021 1:16,7/21/2021
