subscriber_number,dr_id,transaction_timestamp,transaction_type,transaction_code,transaction_amount,origin_operator_id,service_class,account_flag_before,account_flag_after,account_group_id,dedicated_account_id,dedicated_account_amount,ada_account_expiry_date_after,product_id,package_id,origin_transaction_id_for_ovi_store,origin_operator_id_for_ovi_store,origin_host_name,lifecycle,promo_indicator,ci_channel_id,file_type,debit_amount,balance_after_deduction,success_code,bd_ingestion_timestamp,partition_transaction_date
L0KukaCxIf6WfOynXo4h7Q==,2.11E+36,20210701 00:34:50,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,32,0,NULL,NULL,NULL,363181,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/2/2021 1:22,7/1/2021
/G+KCURIm0S20VgnABOL9Q==,NULL,20210722 19:36:38,DEB,ECOFEES,-0.01,Unknown,454,0,0,134217728,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/23/2021 1:17,7/22/2021
L0KukaCxIf6WfOynXo4h7Q==,2.11E+36,20210713 00:34:31,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,32,0,NULL,NULL,NULL,339382,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/14/2021 1:10,7/13/2021
IaeDjuODU21rvFA355yU9A==,2.11E+36,20210725 00:23:05,DEB,SET-DA-0-NOBAL-FLAG,NULL,CAI5SDP59A,455,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+32,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/26/2021 1:28,7/25/2021
mNhndwGP5ywX5Z78rRkmzg==,NULL,20210716 00:35:14,NULL,NULL,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,421793,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/17/2021 1:21,7/16/2021
/G+KCURIm0S20VgnABOL9Q==,3.66E+37,20210723 00:35:46,DEB,EXPRIED,NULL,SDP,454,NULL,NULL,0,32,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/24/2021 1:20,7/23/2021
/G+KCURIm0S20VgnABOL9Q==,NULL,20210727 12:24:35,DEB,ECOFEES,-0.01,Unknown,454,0,0,134217728,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/28/2021 19:28,7/27/2021
IaeDjuODU21rvFA355yU9A==,NULL,20210719 00:43:11,NULL,NULL,NULL,CAI5SDP59A,455,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,461548,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/20/2021 1:18,7/19/2021
IaeDjuODU21rvFA355yU9A==,2.11E+36,20210731 00:15:27,DEB,SET-DA-0-NOBAL-FLAG,NULL,CAI5SDP59A,455,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+32,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,8/1/2021 0:06,7/31/2021
L0KukaCxIf6WfOynXo4h7Q==,2.69E+37,20210708 00:44:21,DEB,EXPRIED,NULL,SDP,454,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/9/2021 1:08,7/8/2021
1E/lRM+T4lTB/971N/fB4w==,1.82E+37,20210704 00:47:49,DEB,EXPRIED,NULL,SDP,419,NULL,NULL,0,118,-6.992187,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/5/2021 1:22,7/4/2021
IaeDjuODU21rvFA355yU9A==,2.11E+36,20210723 00:28:19,DEB,SET-DA-0-NOBAL-FLAG,NULL,CAI5SDP59A,455,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+32,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/24/2021 1:20,7/23/2021
1E/lRM+T4lTB/971N/fB4w==,2.11E+36,20210708 00:36:01,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,32,0,NULL,NULL,NULL,525644,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/9/2021 1:08,7/8/2021
L0KukaCxIf6WfOynXo4h7Q==,2.11E+36,20210705 00:34:52,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,32,0,NULL,NULL,NULL,363680,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/6/2021 2:38,7/5/2021
foQv8xTsE7ZIv6Fj1MP+yg==,3.04E+37,20210730 00:48:09,DEB,EXPRIED,NULL,SDP,6172,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/30/2021 23:59,7/30/2021
1E/lRM+T4lTB/971N/fB4w==,NULL,20210701 00:00:42,NULL,NULL,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+34,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/2/2021 1:22,7/1/2021
IaeDjuODU21rvFA355yU9A==,NULL,20210701 00:43:40,NULL,NULL,NULL,CAI5SDP59A,455,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,471552,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/2/2021 1:22,7/1/2021
L0KukaCxIf6WfOynXo4h7Q==,2.69E+37,20210725 00:43:32,DEB,EXPRIED,NULL,SDP,454,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/26/2021 1:28,7/25/2021
1E/lRM+T4lTB/971N/fB4w==,2.11E+36,20210711 00:03:11,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+34,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/12/2021 1:14,7/11/2021
C9qe2ud+VXX2sU+e6U55Ew==,NULL,20210711 00:20:12,NULL,NULL,NULL,RMD-SDP-83A,1743,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/12/2021 1:14,7/11/2021
L0KukaCxIf6WfOynXo4h7Q==,2.11E+36,20210701 00:34:50,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,32,0,NULL,NULL,NULL,363181,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/2/2021 1:22,7/1/2021
foQv8xTsE7ZIv6Fj1MP+yg==,NULL,20210716 00:06:34,NULL,NULL,NULL,RMD-SDP-94A,6172,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+34,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/17/2021 1:21,7/16/2021
/G+KCURIm0S20VgnABOL9Q==,NULL,20210722 17:44:43,DEB,ECOFEES,-0.01,Unknown,454,0,0,134217728,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/23/2021 1:17,7/22/2021
mNhndwGP5ywX5Z78rRkmzg==,2.11E+36,20210729 00:14:21,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/30/2021 12:19,7/29/2021
C9qe2ud+VXX2sU+e6U55Ew==,2.11E+36,20210728 00:20:42,DEB,7ARAKAT-DAY-1-CLR,NULL,RMD-SDP-83A,1743,NULL,NULL,NULL,9,0,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/29/2021 13:27,7/28/2021
IaeDjuODU21rvFA355yU9A==,2.11E+36,20210705 00:20:41,DEB,CLR-DA-NOBAL-EXPIRE,NULL,CAI5SDP59A,455,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+32,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/6/2021 2:38,7/5/2021
IaeDjuODU21rvFA355yU9A==,2.11E+36,20210728 00:43:03,DEB,CLR-DA-NOBAL-EXPIRE,NULL,CAI5SDP59A,455,NULL,NULL,NULL,32,0,NULL,NULL,NULL,459982,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/29/2021 13:27,7/28/2021
L0KukaCxIf6WfOynXo4h7Q==,NULL,20210719 00:34:33,NULL,NULL,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,329117,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/20/2021 1:18,7/19/2021
L0KukaCxIf6WfOynXo4h7Q==,NULL,20210716 08:06:00,DEB,ECOFEES,-0.01,Unknown,454,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/17/2021 1:21,7/16/2021
mNhndwGP5ywX5Z78rRkmzg==,NULL,20210707 00:04:36,NULL,NULL,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/8/2021 1:12,7/7/2021
1E/lRM+T4lTB/971N/fB4w==,2.11E+36,20210712 00:01:57,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+34,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/13/2021 1:09,7/12/2021
/G+KCURIm0S20VgnABOL9Q==,2.11E+36,20210712 14:03:29,CRE,FLEXEXTRA3LEGRAADON,NULL,CAI5-SDP-105A,454,NULL,NULL,NULL,32,12,20210722,NULL,NULL,1.09E+26,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/13/2021 1:09,7/12/2021
1E/lRM+T4lTB/971N/fB4w==,2.11E+36,20210710 00:35:54,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,32,0,NULL,NULL,NULL,520810,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/11/2021 1:00,7/10/2021
1E/lRM+T4lTB/971N/fB4w==,NULL,20210718 00:00:08,NULL,NULL,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+34,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/19/2021 1:38,7/18/2021
Qnig2waEGtW6FmPUq8bE1w==,NULL,20210715 17:56:32,DEB,ECOFEES,-0.01,Unknown,719,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/16/2021 4:31,7/15/2021
IaeDjuODU21rvFA355yU9A==,NULL,20210715 00:43:15,NULL,NULL,NULL,CAI5SDP59A,455,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,468584,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/16/2021 4:31,7/15/2021
L0KukaCxIf6WfOynXo4h7Q==,NULL,20210701 13:39:48,DEB,ECOFEES,-0.01,Unknown,454,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/2/2021 1:22,7/1/2021
mNhndwGP5ywX5Z78rRkmzg==,2.11E+36,20210725 00:35:19,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,32,0,NULL,NULL,NULL,421063,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/26/2021 1:28,7/25/2021
C9qe2ud+VXX2sU+e6U55Ew==,NULL,20210728 00:20:42,NULL,NULL,NULL,RMD-SDP-83A,1743,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/29/2021 13:27,7/28/2021
mNhndwGP5ywX5Z78rRkmzg==,2.11E+36,20210722 00:34:46,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/23/2021 1:17,7/22/2021
mNhndwGP5ywX5Z78rRkmzg==,NULL,20210717 00:35:15,NULL,NULL,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,423090,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/18/2021 1:21,7/17/2021
mNhndwGP5ywX5Z78rRkmzg==,2.11E+36,20210716 00:35:14,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,32,0,NULL,NULL,NULL,421793,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/17/2021 1:21,7/16/2021
1E/lRM+T4lTB/971N/fB4w==,NULL,20210719 00:04:40,NULL,NULL,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+34,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/20/2021 1:18,7/19/2021
mNhndwGP5ywX5Z78rRkmzg==,2.11E+36,20210726 00:08:48,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/27/2021 2:58,7/26/2021
1E/lRM+T4lTB/971N/fB4w==,1.82E+37,20210701 00:47:42,DEB,EXPRIED,NULL,SDP,419,NULL,NULL,0,122,-3.929687,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/2/2021 1:22,7/1/2021
IaeDjuODU21rvFA355yU9A==,2.11E+36,20210720 00:43:34,DEB,CLR-DA-NOBAL-EXPIRE,NULL,CAI5SDP59A,455,NULL,NULL,NULL,32,0,NULL,NULL,NULL,455644,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/21/2021 1:23,7/20/2021
yLM/ku394jS3XsvJ3HsFvA==,NULL,20210708 00:42:26,DEB,ECOFEES,-0.01,Unknown,719,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/9/2021 1:08,7/8/2021
C9qe2ud+VXX2sU+e6U55Ew==,2.11E+36,20210726 00:21:17,DEB,7ARAKAT-DAY-1-CLR,NULL,RMD-SDP-83A,1743,NULL,NULL,NULL,9,0,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/27/2021 2:58,7/26/2021
Qnig2waEGtW6FmPUq8bE1w==,NULL,20210705 11:17:00,DEB,D-R-MASS-GIFTFEES,0,EXT,719,0,0,0,NULL,NULL,NULL,NULL,NULL,1.10E+26,NULL,CI2,NULL,NULL,NULL,med_adjustments_ppas_air,NULL,NULL,NULL,7/6/2021 2:38,7/5/2021
1E/lRM+T4lTB/971N/fB4w==,NULL,20210708 00:36:01,NULL,NULL,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,525644,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/9/2021 1:08,7/8/2021
Qnig2waEGtW6FmPUq8bE1w==,NULL,20210721 16:53:45,DEB,REDEEM365-VOICEGIFT,-2.5,EXT,719,0,0,0,NULL,NULL,NULL,NULL,NULL,1.10E+26,NULL,CI2,NULL,NULL,NULL,med_adjustments_ppas_air,NULL,NULL,NULL,7/22/2021 1:16,7/21/2021
L0KukaCxIf6WfOynXo4h7Q==,NULL,20210701 18:06:29,DEB,ECOFEES,-0.01,Unknown,454,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/2/2021 1:22,7/1/2021
Qnig2waEGtW6FmPUq8bE1w==,2.02E+36,20210708 06:54:50,CRE,G-365-FLEX-GIFT1,NULL,EXT,719,NULL,NULL,0,81,15,20210708,NULL,NULL,1.10E+26,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/9/2021 1:08,7/8/2021
/G+KCURIm0S20VgnABOL9Q==,NULL,20210727 17:00:43,DEB,ECOFEES,-0.01,Unknown,454,0,0,134217728,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/28/2021 19:28,7/27/2021
C9qe2ud+VXX2sU+e6U55Ew==,2.11E+36,20210707 00:17:34,DEB,7ARAKAT-DAY-1-CLR,NULL,RMD-SDP-83A,1743,NULL,NULL,NULL,9,0,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/8/2021 1:12,7/7/2021
L0KukaCxIf6WfOynXo4h7Q==,2.11E+36,20210724 00:34:37,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,32,0,NULL,NULL,NULL,336432,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/25/2021 1:12,7/24/2021
C9qe2ud+VXX2sU+e6U55Ew==,2.11E+36,20210705 00:19:27,DEB,7ARAKAT-DAY-1-CLR,NULL,RMD-SDP-83A,1743,NULL,NULL,NULL,9,0,NULL,NULL,NULL,2.02E+34,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/6/2021 2:38,7/5/2021
C9qe2ud+VXX2sU+e6U55Ew==,NULL,20210725 00:18:06,NULL,NULL,NULL,RMD-SDP-83A,1743,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/26/2021 1:28,7/25/2021
mNhndwGP5ywX5Z78rRkmzg==,NULL,20210703 00:35:31,NULL,NULL,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,453644,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/4/2021 1:23,7/3/2021
mNhndwGP5ywX5Z78rRkmzg==,2.11E+36,20210731 00:20:08,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,8/1/2021 0:06,7/31/2021
mNhndwGP5ywX5Z78rRkmzg==,3.74E+37,20210723 06:31:19,DEB,MIKE3ALNOTA,NULL,NULL,1453,NULL,NULL,0,48,-0.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_bonusadjust,NULL,NULL,NULL,7/24/2021 1:20,7/23/2021
Qnig2waEGtW6FmPUq8bE1w==,1.69E+37,20210709 00:47:31,DEB,EXPRIED,NULL,SDP,719,NULL,NULL,0,81,-5.26875,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/10/2021 1:11,7/9/2021
IaeDjuODU21rvFA355yU9A==,2.11E+36,20210731 00:15:27,DEB,CLR-DA-NOBAL-EXPIRE,NULL,CAI5SDP59A,455,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+32,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,8/1/2021 0:06,7/31/2021
mNhndwGP5ywX5Z78rRkmzg==,2.11E+36,20210704 00:35:31,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,32,0,NULL,NULL,NULL,453581,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/5/2021 1:22,7/4/2021
1E/lRM+T4lTB/971N/fB4w==,2.11E+36,20210731 00:35:54,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,32,0,NULL,NULL,NULL,505444,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,8/1/2021 0:06,7/31/2021
Qnig2waEGtW6FmPUq8bE1w==,NULL,20210716 10:21:48,DEB,D-R-MASS-GIFTFEES,0,EXT,719,0,0,0,NULL,NULL,NULL,NULL,NULL,1.10E+26,NULL,CI2,NULL,NULL,NULL,med_adjustments_ppas_air,NULL,NULL,NULL,7/17/2021 1:21,7/16/2021
L0KukaCxIf6WfOynXo4h7Q==,NULL,20210728 00:34:35,NULL,NULL,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,333540,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/29/2021 13:27,7/28/2021
IaeDjuODU21rvFA355yU9A==,2.11E+36,20210724 00:29:07,DEB,CLR-DA-NOBAL-EXPIRE,NULL,CAI5SDP59A,455,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+32,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/25/2021 1:12,7/24/2021
1E/lRM+T4lTB/971N/fB4w==,2.11E+36,20210703 00:00:14,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+34,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/4/2021 1:23,7/3/2021
Qnig2waEGtW6FmPUq8bE1w==,NULL,20210721 16:11:19,DEB,010VOICEGIFT,-1,EXT,719,0,0,0,NULL,NULL,NULL,NULL,NULL,1.10E+26,NULL,CI2,NULL,NULL,NULL,med_adjustments_ppas_air,NULL,NULL,NULL,7/22/2021 1:16,7/21/2021
1E/lRM+T4lTB/971N/fB4w==,NULL,20210728 00:35:55,NULL,NULL,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,505645,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/29/2021 13:27,7/28/2021
L0KukaCxIf6WfOynXo4h7Q==,2.69E+37,20210712 00:43:07,DEB,EXPRIED,NULL,SDP,454,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/13/2021 1:09,7/12/2021
1E/lRM+T4lTB/971N/fB4w==,2.11E+36,20210718 00:00:08,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+34,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/19/2021 1:38,7/18/2021
L0KukaCxIf6WfOynXo4h7Q==,2.69E+37,20210722 00:43:22,DEB,EXPRIED,NULL,SDP,454,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/23/2021 1:17,7/22/2021
Qnig2waEGtW6FmPUq8bE1w==,NULL,20210701 10:30:09,STAMPTXADJ,DEB,-0.67,NULL,719,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_serv_fees,0,7.538437,1,7/2/2021 1:22,7/1/2021
1E/lRM+T4lTB/971N/fB4w==,2.11E+36,20210717 00:06:51,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+34,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/18/2021 1:21,7/17/2021
IaeDjuODU21rvFA355yU9A==,2.11E+36,20210722 00:27:27,DEB,CLR-DA-NOBAL-EXPIRE,NULL,CAI5SDP59A,455,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+32,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/23/2021 1:17,7/22/2021
1E/lRM+T4lTB/971N/fB4w==,2.11E+36,20210722 00:27:25,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+34,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/23/2021 1:17,7/22/2021
mNhndwGP5ywX5Z78rRkmzg==,2.11E+36,20210707 00:04:36,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/8/2021 1:12,7/7/2021
1E/lRM+T4lTB/971N/fB4w==,NULL,20210707 00:35:58,NULL,NULL,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,519250,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/8/2021 1:12,7/7/2021
Qnig2waEGtW6FmPUq8bE1w==,2.02E+36,20210704 06:53:32,DEB,TEST,NULL,EXT,719,NULL,NULL,0,56,75,NULL,NULL,NULL,1.10E+26,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/5/2021 1:22,7/4/2021
